id,Composer,Title,Publisher,Comment,OCLC,Classification
420,"Bartók, Béla, 1881-1945.",Roumanian folk dances ,"Boosey and Hawkes, London, .", Score and part. Very good condition. No bowmarkings. Transcribed for violoncello and piano by Luigi Silva.,1280696,B378 2tet Roum
918,"Bartók, Béla, 1881-1945.",Sonata for two pianos and percussion ,"Boosey & Hawkes, London, .", 24 page percussion part. Good condition. Some minor wear at the crease. Parts for 2 percussion players in score format.,41446152,B378 3tet SON
962,"Bartók, Béla, 1881-1945.",Sonata for two pianos and percussion ,"Boosey & Hawkes, London, ."," Photocopied score is spiral bound with tan cover, stored in file folder. No original.",7968151,B378 3tet SON
910,"Bax, Arnold, 1883-1953.","Elegiac trio : for flute, viola and harp ","J. & W. Chester, London, .", Score and two parts. Very good condition.,5005386,B39 3tet Eleg
271,"Bazelaire, Paul, 1886-1958.",La technique du violoncelle :en quatre recueils / IV. Douze études de vélocite,"Alphonse Leduc et Cie, Paris, .", 26 page book. Volume 4 of 4. Aged condition. Paper is yellowed and some slight tearing at the binding.,6958846,TECH B394 Tech vol. 4
270,"Bazelaire, Paul, 1886-1958.",La technique du violoncelle :en quatre recueils / Vol. 1. Gammes et arpéges,"Alphonse Leduc et Cie, Paris, .", 47 page book. Volume 1 of 4. Aged condition. Paper is yellowing. Otherwise good condition.,6958846,TECH B394 Tech Vol. 1
379,"Bazelaire, Paul, 1886-1958.",La technique du violoncelle,"II, Exercice journalier. Alphonse Leduc & Cie, Paris, .", 9 pages of music. Fair condition. Some staining and light damage to the cover. Paper is yellowing with age.,502684787,TECH B394 Tech Vol. 2
467,"Bazelaire, Paul, 1886-1958.",Suite Francaise :sur des airs populaires : pour violoncelle et piano ,"Schott Freres, Bruxelles, .", Score and part. Very good condition. No bowmarkings. Arrangement pour violon et piano par M. Crickboom ; transcription pour instruments a vent en sib par Jean-Marie Londeix.,220590099,B394 2tet SUI op. 114
959,"Beach, H. H. A., Mrs., 1867-1944.","Quintet : in F-sharp minor, for piano and strings, op. 67 ","Da Capo Press, New York, ."," Photocopies of score and parts in file folder. No originals. Amy Beach ; introd. By Adrienne Fried Block. ""This … edition … is an unabridged republication of the edition published in Boston, Leipzig, and New York in 1909.""",6024047,B4 5tet op. 67
758,"Beach, H. H. A., Mrs., 1867-1944.","Quintet in F-sharp minor, for piano and strings, opus 67","Da Capo Press, New York, .", Hardbound score and four parts in a paper sleeve. Score is in excellent condition. Parts are in used condition. Cello part is heavily bowmarked. Paper cover is tearing at the crease. Amy Beach ; introduction by Adrienne Fried Block.,775013667,B4 5tet op. 67
1147,"Beach, H. H. A., Mrs., 1867-1944.","Trio, op. 150, for piano, violin, violoncello ","Hildegard Publishing Company, , ."," Photocopy of 41 page score only. No parts. No originals. Reprint. Originally published: New York : Composers Press, c1939.",37955858,B4 3tet op. 150
1183,"Beale, James, 1924-2010.","Trio (for violin, violoncello and pianoforte) : opus 5 ","American Composers Alliance, New York, .", Cello part only; score and violin part are missing. Cello part in fair aged condition. Very yellowed. Composers facsimile edition.,14247719,B43 3tet op. 5
30,"Beethoven, Ludwig van, 1770-1827.",3 Duos für Klarinette und Fagott,"C.F. Peters, New York, 1953.",,1941694,B44 2tet Thre P48
468,"Beethoven, Ludwig van, 1770-1827.",7 variations on a theme from Mozart's Magic flute : for cello and piano ,"International Music Company, New York City, .", Score and part. Good aged condition. Paper is yellowing.,6523938,B44 2tet VAR Seve
625,"Beethoven, Ludwig van, 1770-1827.",Complete string quartets and Grosse Fuge from the Breitkopf & Härtel complete works edition,"Dover Publications, New York, ."," 228 pages of music. Fair condition. Paper and binding are in good condition. Cover has some minor tears and wear. ""An unabridged republication of Serie 6 (Volumes 1 and 2): Quartette für 2 Violinen, Bratsche und Violoncell of Ludwig van Beethoven's Werke. Vollständige kritisch durchgesehene überall berechtigte Ausgabe. Mit Genehmigung aller Originalverleger, originally published by Breitkopf & Härtel, Leipzig, n.d.""",189263,B44 4tet D68
502,"Beethoven, Ludwig van, 1770-1827.","Concerto for piano, violin and cello, op. 56 :solo parts ","Luck's Music Library, Detroit, .", Score and two parts. Good aged condition. No bowmarkings. Paper is yellowing but in otherwise good condition. Cover is tattered and separating at the crease.,6292178,B44 3tet CON op. 56
118,"Beethoven, Ludwig van, 1770-1827.","Concerto, C major, for piano, violin, and violoncello with orchestra, op. 56. ","Ernst Eulenburg, Ltd., London, ."," One study score, 172 pages. Poor condition. Binding coming undone, brittle paper. Signs of rodent and pest damage in the past. Revised and with a foreword by Wilhelm Altmann.",3998952,B44 3tet CON op. 56
239,"Beethoven, Ludwig van, 1770-1827.",Five sonatas (for cello and piano) ,"G. Schirmer, Inc., New York, ."," Score and part. Used condition. Cover is torn on score. Very heavy bowmarkings on cello part, as well as tears and tape repairs. Great performer's edition. Edited by Janos Starker.",12913816,B44 2tet  SON op. 5
1214,"Beethoven, Ludwig van, 1770-1827.","Konzert C-Dur für Klavier, Violine und Violoncello, mit Begleitung des Orchesters, op. 56 ","G. Henle, München, ."," Two photocopies of 225 page score, spiral bound with gray covers. No original. Beethoven ; herausgegeben von Bernard van der Linde. ""Herausgegeben vom Beethoven-Archiv Bonn unter Leitung von Joseph Schmidt-Görg.""--Series title page. ""Editorial notes in German by Joseph Schmidt-Görg; historical notes in German by Bernard van der Linde.""",10437881,B44 3tet CON op. 56
1166,"Beethoven, Ludwig van, 1770-1827.",Menuett [in] G major [for] Violine (oder Violoncello) und Piano,"B. Schott's Söhne, Mainz, .", Score and part. Good condition. Some minor tattering at edges. No bowmarkings. Bearb. Von Johannes Palaschko.,22783939,B44 2tet MEN
102,"Beethoven, Ludwig van, 1770-1827.","Quartette für 2 Violinen, Viola und Violoncello :for 2 violins, viola and cello, op. 127, 130-133, 135 ","C. F. Peters Corporation, New York, ."," Five parts in deteriorating paper sleeve. Four parts + one extra cello part from the same publisher, though it appears to have been printed later. Parts themselves are in good condition. Ludwig van Beethoven ; hrsg. Von Andreas Moser.",50151150,B44 4tet op. 127 P48
64,"Beethoven, Ludwig van, 1770-1827.","Quartette für 2 Violinen, Viola und Violoncello, Opus 59, 74, 95 ","C. F. Peters Corporation, New York, .", Four parts in paper sleeve. Cello part and sleeve have suffered extra wear. Fair condition.,123898713,B44 4tet op. 59 P48
684,"Beethoven, Ludwig van, 1770-1827.","Quartette für Klavier, Violine, Viola und Violoncello : nach Eigenschriften und Originalausg ","Op. 16, WoO 36 Nr. 1-3. G. Henle Verlag, München, ."," Piano score and three parts. Excellent condition. Hrsg. von Siegfried Kross ; Fingersatz der Klavierstimme von Hans-Martin Theopold. Includes historical preface in German, English, and French.",1149610,B44 4tet op. 16 H46
1241,"Beethoven, Ludwig van, 1770-1827.","Quatuor, op. 18, no. 1-6 : dem Fürsten von Lobkowitz gewidmet ","Edition Peters, New York, ."," Cello part only. Aged condition, paper is very yellowed and worn at edges. OCLC. B44 4tet op.",,18 P48
629,"Beethoven, Ludwig van, 1770-1827.","Quintet, C Major, for 2 violins, 2 violas, and violoncello. Op. 29","Ernst Eulenburg, Ltd., London, .", 58 pages of music. Mini score. Good condition.,321888,B44 5tet op. 29
628,"Beethoven, Ludwig van, 1770-1827.","Quintet, Eb major for 2 violins, 2 violas and violoncello, op. 4","Ernst Eulenburg, Ltd., London, ."," 94 pages of music. Mini score. Good condition. Transcribed from the wind octet, op. 103, and issued in this form in 1796. Foreword by Wilh. Altmann.",349558,B44 5tet op.4
787,"Beethoven, Ludwig van, 1770-1827.","Quintette für 2 Violinen, 2 Violen und Violoncello : opus 29, 4, 104, 137 ","C.F. Peters, Frankfurt, .", Five parts in paper sleeve. Good condition. Some bowmarkings. Sleeve is tearing at the crease.,9122682,B44 5tet op. 29
569,"Beethoven, Ludwig van, 1770-1827.","Romance :for cello and piano in D major, op. 40 ","International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. Beethoven ; transcribed by F. Gruetzmacher. For cello and piano; originally for violin and orchestra,24658798,B44 2tet ROM op. 40
820,"Beethoven, Ludwig van, 1770-1827.","Septett für Violine, Viola, Horn, Klarinette, Fagott, Violoncello und Kontrabass, opus 20 ","C.F. Peters, Frankfurt, .", Seven parts in paper sleeve. Worn condition. Cover and Violin I part have moderate tattering.,9664895,B44 7tet op. 20
885,"Beethoven, Ludwig van, 1770-1827.","Serenade D-dur für Flöte, Violine und Viola, op. 25","Breitkopf & Härtel, Wiesbaden, .", Three parts. Very good condition.,14035793,B44 3tet op. 25 B74
859,"Beethoven, Ludwig van, 1770-1827.","Serenade, D dur, Opus 25, flauto, violino, viola = Ré majeur = D major ","Edition Peters, London, ."," Three parts in paper sleeve. Fair condition. Paper sleeve is torn completely at the crease. Parts are slightly yellowed, but otherwise in good condition. Beethoven ; [herausgegeben von] C. Herrmann.",22989494,B44 3tet SER op. 25 P48
886,"Beethoven, Ludwig van, 1770-1827.","Serenade, D dur, Opus 25, flauto, violino, viola = Ré majeur = D major ","Edition Peters, London, .", Three parts in paper sleeve. Excellent condition. Beethoven ; [herausgegeben von] C. Herrmann.,22989494,B44 3tet SER op. 25 P48
197,"Beethoven, Ludwig van, 1770-1827.","Sonata for violoncello and pianoforte Opus 69, first movement [by] Ludwig van Beethoven :facsimile of the autograph ","Columbia University Press, New York, .", Soft cover book. Excellent condition. Introductory note by Lewis Lockwood ; presented by 'The music forum'.,215331447,B44 2tet SON op. 69
211,"Beethoven, Ludwig van, 1770-1827.","Sonata in A major, opus 69, for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. No bow markings. [edited by] Leonard Rose.,775018262,B44 2tet SON op. 69
229,"Beethoven, Ludwig van, 1770-1827.","Sonata in G minor--opus 5, no. 2 for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. [edited by] Leonard Rose.,3156756,B44 2tet SON op. 5 no. 2
144,"Beethoven, Ludwig van, 1770-1827.",Sonata no.6 :for 'cello and piano opus 64 ,"MusiCelli Publications, San Francisco, CA, 1980.", Score and one part. Excellent condition. Forward by L.V.,868229918,B44 2tet SON op. 64 no. 6
1194,"Beethoven, Ludwig van, 1770-1827.","Sonata op. 14, [no.] 1 ",", , .", Photocopies of handwritten parts. No originals. Unclear if this is a published facsimile edition. Beethoven ; [arranged for 4 celli by Laszlo Varga].,,B44 2tet SON op. 14
254,"Beethoven, Ludwig van, 1770-1827.","Sonata, opus 17, for cello and piano ","International Music Company, New York City, ."," Score and part. Excellent condition. No bowmarkings. [edited by] Leonard Rose. Score for horn in F (or cello) and piano ; part for cello in C./ ""In the repertoire of Pablo Casals""--Caption.",35596064,B44 2tet SON op. 17
137,"Beethoven, Ludwig van, 1770-1827.",Sonaten für Klavier und Violoncello,"G. Henle Verlag, München, 1971."," Piano score and part. Parts in poor condition.  Score is splitting at the binding and has been repaired with scotch tape. Nach Eigenschriften, einer überprüften Abschrift und den Originalausg hrsg. Von Bernard Van Der Linde ; Fingersatz und Strichbezeichnungen von André Navarra und Hans-Martin Theopold.",938019,B44 2tet SON op. 5 H46
181,"Beethoven, Ludwig van, 1770-1827.",Sonaten für Klavier und Violoncello ,"C. F. Peters Corporation, New York, .", Cello part only (score missing). Poor condition. Brittle paper crumbling at edges. Pages tearing at binding/fold. Herausgegeben von Walter Schulz.,923693,B44 2tet SON op. 5 P48
158,"Beethoven, Ludwig van, 1770-1827.",Sonaten für Klavier und Violoncello ,"C. F. Peters Corporation, New York, ."," Score and part. Very poor condition, particularly the score, which is falling apart at the binding. Herausgegeben von Walter Schulz.",923693,B44 2tet SON op. 5 P48
124,"Beethoven, Ludwig van, 1770-1827.",Sonaten für Klavier und Violoncello ,"C. F. Peters Corporation, New York, .", Piano score and part. Cello part in good condition. Piano score splitting at binding. Scotch tape holding cover onto score. Herausgegeben von Walter Schulz.,923693,B44 2tet SON op. 5 P48
1227,"Beethoven, Ludwig van, 1770-1827.",Sonaten für Pianoforte und Violoncell ,"C.F. Peters, Leipzig, .", 129 page score only; no cello part. Fair aged condition. Catalog items 1227 - 1231 are bound together. Von L. van Beethoven ; rev. und mit Fingersatz versehen von Friedrich Grützmacher.,21090367,B44 2tet SON op. 5 P48
1203,"Beethoven, Ludwig van, 1770-1827.",Sonaten für Pianoforte und Violoncell ,"C.F. Peters, Leipzig, .", 36 page cello part only. Score is missing. Cello part in poor aged condition. Paper is very yellowed and torn at the crease. Old tape repairs are failing. Von L. van Beethoven ; rev. und mit Fingersatz versehen von Friedrich Grützmacher.,21090367,B44 2tet SON P48
665,"Beethoven, Ludwig van, 1770-1827.",Streichquartett a-Moll ... opus 132,"G. Henle Verlag, München, .", 52 pages. Mini Score. Excellent condition.,237674471,B44 4tet op. 132 H46
91,"Beethoven, Ludwig van, 1770-1827.","Streichquartett a-Moll, Opus 132 =String quartet in A minor, op. 132 ","G. Henle Verlag, München, 2002.", Four parts in paper sleeve. Excellent condition. Herausgegeben von Emil Platen.,50186391,B44 4tet op. 132 H46
85,"Beethoven, Ludwig van, 1770-1827.","Streich-Quartette für 2 Violinen, Viola und Violoncello, op. 18, Nr. 1-6 ","C.F. Peters Corporation, New York, .", Four parts in paper sleeve. Some bowmarkings. Good condition. Herausgegeben von Andreas Moser.,6806556,B44 4tet op. 18 P48
676,"Beethoven, Ludwig van, 1770-1827.","Streichquartette, Opus 18 Nr. 1-6, und Streichquartettfassung der Klaviersonate, Opus 14 Nr. I ","G. Henle Verlag, München, .", Three parts in paper sleeve; viola part is missing. Otherwise very good condition. Beethoven ; herausgegeben von Paul Mies.,33854184,B44 4tet op. 18 H46
78,"Beethoven, Ludwig van, 1770-1827.","Streichquartette, Opus 59, 74, 95 ","G. Henle Verlag, Munich, 1971.", Four parts in paper sleeve. Excellent condition. Herausgegeben von Paul Mies.,17716257,B44 4tet op. 59 H46
786,"Beethoven, Ludwig van, 1770-1827.",Streich-Quintette ,"G. Henle Verlag, München, ."," Five parts in paper sleeve. Good condition. Sleeve is tearing at the crease.  Cello part has heavy bowmarkings. Beethoven ; nach Eigenschriften, Abschriften und den Originalausgaben hrsg. Von Johannes Herzog. Preface in German, English, and French.",1183816,B44 5tet H46
